factor,frequency,window_days,date,ic,p_value,num_stocks,is_significant
ROE_Proxy,M,252,2023-07-31,-0.07910176574097087,0.39657197106945563,117,False
ROE_Proxy,M,252,2023-10-31,-0.07552518914700171,0.4163087081648308,118,False
ROE_Proxy,M,252,2024-07-31,-0.12742991375644822,0.15338092157872252,127,False
ROE_Proxy,M,252,2024-10-31,0.16588151351785235,0.05927303651915551,130,False
ROE_Proxy,M,504,2023-05-31,0.37898916303061364,2.512452589203988e-05,117,True
ROE_Proxy,M,504,2023-07-31,-0.07910176574097087,0.39657197106945563,117,False
ROE_Proxy,M,504,2023-10-31,-0.07552518914700171,0.4163087081648308,118,False
ROE_Proxy,M,504,2024-07-31,-0.12742991375644822,0.15338092157872252,127,False
ROE_Proxy,M,504,2024-10-31,0.16588151351785235,0.05927303651915551,130,False
ROE_Proxy,Q,60,2022-03-31,0.2953598399276915,0.0015691846675374994,112,True
ROE_Proxy,Q,60,2022-06-30,-0.11776820502900671,0.2162103309719461,112,False
ROE_Proxy,Q,126,2022-06-30,-0.11776820502900671,0.2162103309719461,112,False
